Chrom	Pos	Region	RCM	Enrichment
13	101751	intergenic	1	0
13	102001	intergenic	1	0
13	102251	intergenic	1	0
13	102501	intergenic	1	0
13	102751	intergenic	1	0
13	103001	intergenic	1	0
13	103251	intergenic	1	0
13	103501	intergenic	1	0
13	103751	intergenic	1	0
13	104001	intergenic	1	0
13	104251	intergenic	1	0
13	104501	intergenic	1	0
13	104751	intergenic	1	0
13	105001	intergenic	1	0
13	105251	intergenic	1	0
13	105501	intergenic	1	0
13	105751	intergenic	1	0
13	106001	intergenic	1	0
13	106251	intergenic	1	0
13	106501	intergenic	1	0
13	106751	intergenic	1	0
13	107001	intergenic	1	0
13	107251	intergenic	1	0
13	107501	intergenic	1	0
13	107751	intergenic	1	0
13	108001	intergenic	1	0
13	108251	intergenic	1	0
13	108501	intergenic	1	0
13	108751	intergenic	1	0
13	109001	intergenic	1	0
13	109251	intergenic	1	0
13	109501	intergenic	1	0
13	109751	intergenic	1	0
13	110001	intergenic	1	0
13	110251	intergenic	1	0
13	110501	intergenic	1	0
13	110751	intergenic	1	0
13	111001	intergenic	1	0
13	111251	intergenic	1	0
13	111501	intergenic	1	0
13	111751	intergenic	1	0
13	112001	intergenic	1	0
13	112251	intergenic	1	0
13	112501	intergenic	1	0
13	112751	intergenic	1	0
13	113001	intergenic	1	0
13	113251	intergenic	1	0
13	113501	intergenic	1	0
13	113751	intergenic	1	0
13	114001	intergenic	1	0
13	114251	intergenic	1	0
13	114501	intergenic	1	0
13	114751	intergenic	1	0
13	115001	intergenic	1	0
13	115251	intergenic	1	0
13	115501	intergenic	1	0
13	115751	intergenic	1	0
13	116001	intergenic	1	0
13	116251	intergenic	1	0
13	116501	intergenic	1	0
13	116751	intergenic	1	0
13	117001	intergenic	1	0
13	117251	intergenic	1	0
13	117501	intergenic	1	0
13	117751	intergenic	1	0
13	118001	intergenic	1	0
13	118251	intergenic	1	0
13	118501	intergenic	1	0
13	118751	intergenic	1	0
13	119001	intergenic	1	0
13	119251	intergenic	1	0
13	119501	intergenic	1	0
13	119751	intergenic	1	0
13	120001	intergenic	1	0
13	120251	intergenic	1	0
13	120501	intergenic	1	0
13	120751	intergenic	1	0
13	121001	intergenic	1	0
13	121251	intergenic	1	0
13	121501	intergenic	1	0
13	121751	intergenic	1	0
13	122001	intergenic	1	0
13	122251	intergenic	1	0
13	122501	intergenic	1	0
13	122751	intergenic	1	0
13	123001	intergenic	1	0
13	123251	intergenic	1	0
13	123501	intergenic	1	0
13	123751	intergenic	1	0
13	124001	intergenic	1	0
13	124251	intergenic	1	0
13	124501	intergenic	1	0
13	124751	intergenic	1	0
13	125001	intergenic	1	0
13	125251	intergenic	1	0
13	125501	intergenic	1	0
13	125751	intergenic	1	0
13	126001	intergenic	1	0
13	126251	intergenic	1	0
13	126501	intergenic	1	0
13	126751	intergenic	1	0
13	127001	intergenic	1	0
13	127251	intergenic	1	0
13	127501	intergenic	1	0
13	127751	intergenic	1	0
13	128001	intergenic	1	0
13	128251	intergenic	1	0
13	128501	intergenic	1	0
13	128751	intergenic	1	0
13	129001	intergenic	1	0
13	129251	intergenic	1	0
13	129501	intergenic	1	0
13	129751	intergenic	1	0
13	130001	intergenic	1	0
14	251	intergenic	1	0
14	501	intergenic	1	0
14	751	intergenic	1	0
14	1001	intergenic	1	0
14	1251	intergenic	1	0
14	1501	intergenic	1	0
14	1751	intergenic	1	0
14	2001	intergenic	1	0
14	2251	intergenic	1	0
14	2501	intergenic	1	0
14	2751	intergenic	1	0
14	3001	intergenic	1	0
14	3251	intergenic	1	0
14	3501	intergenic	1	0
14	3751	intergenic	1	0
14	4001	intergenic	1	0
14	4251	intergenic	1	0
14	4501	intergenic	1	0
14	4751	intergenic	1	0
14	5001	intergenic	1	0
14	5251	intergenic	1	0
14	5501	intergenic	1	0
14	5751	intergenic	1	0
14	6001	intergenic	1	0
14	6251	intergenic	1	0
14	6501	intergenic	1	0
14	6751	intergenic	1	0
14	7001	intergenic	1	0
14	7251	intergenic	1	0
14	7501	intergenic	1	0
14	7751	intergenic	1	0
14	8001	intergenic	1	0
14	8251	intergenic	1	0
14	8501	intergenic	1	0
14	8751	intergenic	1	0
14	9001	intergenic	1	0
14	9251	intergenic	1	0
14	9501	intergenic	1	0
14	9751	intergenic	1	0
14	10001	intergenic	1	0
14	10251	intergenic	1	0
14	10501	intergenic	1	0
14	10751	intergenic	1	0
14	11001	intergenic	1	0
14	11251	intergenic	1	0
14	11501	intergenic	1	0
14	11751	intergenic	1	0
14	12001	intergenic	1	0
14	12251	intergenic	1	0
14	12501	intergenic	1	0
14	12751	intergenic	1	0
14	13001	intergenic	1	0
14	13251	intergenic	1	0
14	13501	intergenic	1	0
14	13751	intergenic	1	0
14	14001	intergenic	1	0
14	14251	intergenic	1	0
14	14501	intergenic	1	0
14	14751	intergenic	1	0
14	15001	intergenic	1	0
14	15251	intergenic	1	0
14	15501	intergenic	1	0
14	15751	intergenic	1	0
14	16001	intergenic	1	0
14	16251	intergenic	1	0
14	16501	intergenic	1	0
14	16751	intergenic	1	0
14	17001	intergenic	1	0
14	17251	intergenic	1	0
14	17501	intergenic	1	0
14	17751	intergenic	1	0
14	18001	intergenic	1	0
14	18251	intergenic	1	0
14	18501	intergenic	1	0
14	18751	intergenic	1	0
14	19001	intergenic	1	0
14	19251	intergenic	1	0
14	19501	intergenic	1	0
14	19751	intergenic	1	0
14	20001	intergenic	1	0
14	20251	intergenic	1	0
14	20501	intergenic	1	0
14	20751	intergenic	1	0
14	21001	intergenic	1	0
14	21251	intergenic	1	0
14	21501	intergenic	1	0
14	21751	intergenic	1	0
14	22001	intergenic	1	0
14	22251	intergenic	1	0
14	22501	intergenic	1	0
14	22751	intergenic	1	0
14	23001	intergenic	1	0
14	23251	intergenic	1	0
14	23501	intergenic	1	0
14	23751	intergenic	1	0
14	24001	intergenic	1	0
14	24251	intergenic	1	0
14	24501	intergenic	1	0
14	24751	intergenic	1	0
14	25001	intergenic	1	0
14	25251	intergenic	1	0
14	25501	intergenic	1	0
14	25751	intergenic	1	0
14	26001	intergenic	1	0
14	26251	intergenic	1	0
14	26501	intergenic	1	0
14	26751	intergenic	1	0
14	27001	intergenic	1	0
14	27251	intergenic	1	0
14	27501	intergenic	1	0
14	27751	intergenic	1	0
14	28001	intergenic	1	0
14	28251	intergenic	1	0
14	28501	intergenic	1	0
14	28751	intergenic	1	0
14	29001	intergenic	1	0
14	29251	intergenic	1	0
14	29501	intergenic	1	0
14	29751	intergenic	1	0
14	30001	intergenic	1	0
14	30251	intergenic	1	0
14	30501	intergenic	1	0
14	30751	intergenic	1	0
14	31001	intergenic	1	0
14	31251	intergenic	1	0
14	31501	intergenic	1	0
14	31751	intergenic	1	0
14	32001	intergenic	1	0
14	32251	intergenic	1	0
14	32501	intergenic	1	0
14	32751	intergenic	1	0
14	33001	intergenic	1	0
14	33251	intergenic	1	0
14	33501	intergenic	1	0
14	33751	intergenic	1	0
14	34001	intergenic	1	0
14	34251	intergenic	1	0
14	34501	intergenic	1	0
14	34751	intergenic	1	0
14	35001	intergenic	1	0
14	35251	intergenic	1	0
14	35501	intergenic	1	0
14	35751	intergenic	1	0
14	36001	intergenic	1	0
14	36251	intergenic	1	0
14	36501	intergenic	1	0
14	36751	intergenic	1	0
14	37001	intergenic	1	0
14	37251	intergenic	1	0
14	37501	intergenic	1	0
14	37751	intergenic	1	0
14	38001	intergenic	1	0
14	38251	intergenic	1	0
14	38501	intergenic	1	0
14	38751	intergenic	1	0
14	39001	intergenic	1	0
14	39251	intergenic	1	0
14	39501	intergenic	1	0
14	39751	intergenic	1	0
14	40001	intergenic	1	0
14	40251	intergenic	1	0
14	40501	intergenic	1	0
14	40751	intergenic	1	0
14	41001	intergenic	1	0
14	41251	intergenic	1	0
14	41501	intergenic	1	0
14	41751	intergenic	1	0
14	42001	intergenic	1	0
14	42251	intergenic	1	0
14	42501	intergenic	1	0
14	42751	intergenic	1	0
14	43001	intergenic	1	0
14	43251	intergenic	1	0
14	43501	intergenic	1	0
14	43751	intergenic	1	0
14	44001	intergenic	1	0
14	44251	intergenic	1	0
14	44501	intergenic	1	0
14	44751	intergenic	1	0
14	45001	intergenic	1	0
14	45251	intergenic	1	0
14	45501	intergenic	1	0
14	45751	intergenic	1	0
14	46001	intergenic	1	0
14	46251	intergenic	1	0
14	46501	intergenic	1	0
14	46751	intergenic	1	0
14	47001	intergenic	1	0
14	47251	intergenic	1	0
14	47501	intergenic	1	0
14	47751	intergenic	1	0
14	48001	intergenic	1	0
14	48251	intergenic	1	0
14	48501	intergenic	1	0
14	48751	intergenic	1	0
14	49001	intergenic	1	0
14	49251	intergenic	1	0
14	49501	intergenic	1	0
14	49751	intergenic	1	0
14	50001	intergenic	1	0
14	50251	intergenic	1	0
14	50501	intergenic	1	0
14	50751	intergenic	1	0
14	51001	intergenic	1	0
14	51251	intergenic	1	0
14	51501	intergenic	1	0
14	51751	intergenic	1	0
14	52001	intergenic	1	0
14	52251	intergenic	1	0
14	52501	intergenic	1	0
14	52751	intergenic	1	0
14	53001	intergenic	1	0
14	53251	intergenic	1	0
14	53501	intergenic	1	0
14	53751	intergenic	1	0
14	54001	intergenic	1	0
14	54251	intergenic	1	0
14	54501	intergenic	1	0
14	54751	intergenic	1	0
14	55001	intergenic	1	0
14	55251	intergenic	1	0
14	55501	intergenic	1	0
14	55751	intergenic	1	0
14	56001	intergenic	1	0
14	56251	intergenic	1	0
14	56501	intergenic	1	0
14	56751	intergenic	1	0
14	57001	intergenic	1	0
14	57251	intergenic	1	0
14	57501	intergenic	1	0
14	57751	intergenic	1	0
14	58001	intergenic	1	0
14	58251	intergenic	1	0
14	58501	intergenic	1	0
14	58751	intergenic	1	0
14	59001	intergenic	1	0
14	59251	intergenic	1	0
14	59501	intergenic	1	0
14	59751	intergenic	1	0
14	60001	intergenic	1	0
14	60251	intergenic	1	0
14	60501	intergenic	1	0
14	60751	intergenic	1	0
14	61001	intergenic	1	0
14	61251	intergenic	1	0
14	61501	intergenic	1	0
14	61751	intergenic	1	0
14	62001	intergenic	1	0
14	62251	intergenic	1	0
14	62501	intergenic	1	0
14	62751	intergenic	1	0
14	63001	intergenic	1	0
14	63251	intergenic	1	0
14	63501	intergenic	1	0
14	63751	intergenic	1	0
14	64001	intergenic	1	0
14	64251	intergenic	1	0
14	64501	intergenic	1	0
14	64751	intergenic	1	0
14	65001	intergenic	1	0
14	65251	intergenic	1	0
14	65501	intergenic	1	0
14	65751	intergenic	1	0
14	66001	intergenic	1	0
14	66251	intergenic	1	0
14	66501	intergenic	1	0
14	66751	intergenic	1	0
14	67001	intergenic	1	0
14	67251	intergenic	1	0
14	67501	intergenic	1	0
14	67751	intergenic	1	0
14	68001	intergenic	1	0
14	68251	intergenic	1	0
14	68501	intergenic	1	0
14	68751	intergenic	1	0
14	69001	intergenic	1	0
14	69251	intergenic	1	0
14	69501	intergenic	1	0
14	69751	intergenic	1	0
14	70001	intergenic	1	0
14	70251	intergenic	1	0
14	70501	intergenic	1	0
14	70751	intergenic	1	0
14	71001	intergenic	1	0
14	71251	intergenic	1	0
14	71501	intergenic	1	0
14	71751	intergenic	1	0
14	72001	intergenic	1	0
14	72251	intergenic	1	0
14	72501	intergenic	1	0
14	72751	intergenic	1	0
14	73001	intergenic	1	0
14	73251	intergenic	1	0
14	73501	intergenic	1	0
14	73751	intergenic	1	0
14	74001	intergenic	1	0
14	74251	intergenic	1	0
14	74501	intergenic	1	0
14	74751	intergenic	1	0
14	75001	intergenic	1	0
14	75251	intergenic	1	0
14	75501	intergenic	1	0
14	75751	intergenic	1	0
14	76001	intergenic	1	0
14	76251	intergenic	1	0
14	76501	intergenic	1	0
14	76751	intergenic	1	0
14	77001	intergenic	1	0
14	77251	intergenic	1	0
14	77501	intergenic	1	0
14	77751	intergenic	1	0
14	78001	intergenic	1	0
14	78251	intergenic	1	0
14	78501	intergenic	1	0
14	78751	intergenic	1	0
14	79001	intergenic	1	0
14	79251	intergenic	1	0
14	79501	intergenic	1	0
14	79751	intergenic	1	0
14	80001	intergenic	1	0
14	80251	intergenic	1	0
14	80501	intergenic	1	0
14	80751	intergenic	1	0
14	81001	intergenic	1	0
14	81251	intergenic	1	0
14	81501	intergenic	1	0
14	81751	intergenic	1	0
14	82001	intergenic	1	0
14	82251	intergenic	1	0
14	82501	intergenic	1	0
14	82751	intergenic	1	0
14	83001	intergenic	1	0
14	83251	intergenic	1	0
14	83501	intergenic	1	0
14	83751	intergenic	1	0
14	84001	intergenic	1	0
14	84251	intergenic	1	0
14	84501	intergenic	1	0
14	84751	intergenic	1	0
14	85001	intergenic	1	0
14	85251	intergenic	1	0
14	85501	intergenic	1	0
14	85751	intergenic	1	0
14	86001	intergenic	1	0
14	86251	intergenic	1	0
14	86501	intergenic	1	0
14	86751	intergenic	1	0
14	87001	intergenic	1	0
14	87251	intergenic	1	0
14	87501	intergenic	1	0
14	87751	intergenic	1	0
14	88001	intergenic	1	0
14	88251	intergenic	1	0
14	88501	intergenic	1	0
14	88751	intergenic	1	0
14	89001	intergenic	1	0
14	89251	intergenic	1	0
14	89501	intergenic	1	0
14	89751	intergenic	1	0
14	90001	intergenic	1	0
14	90251	intergenic	1	0
14	90501	intergenic	1	0
14	90751	intergenic	1	0
14	91001	intergenic	1	0
14	91251	intergenic	1	0
14	91501	intergenic	1	0
14	91751	intergenic	1	0
14	92001	intergenic	1	0
14	92251	intergenic	1	0
14	92501	intergenic	1	0
14	92751	intergenic	1	0
14	93001	intergenic	1	0
14	93251	intergenic	1	0
14	93501	intergenic	1	0
14	93751	intergenic	1	0
14	94001	intergenic	1	0
14	94251	intergenic	1	0
14	94501	intergenic	1	0
14	94751	intergenic	1	0
14	95001	intergenic	1	0
14	95251	intergenic	1	0
14	95501	intergenic	1	0
14	95751	intergenic	1.51	0.18
14	96001	intergenic	3.32	0.52
14	96251	intergenic	3.25	0.51
14	96501	intergenic	2.42	0.38
14	96751	intergenic	1.97	0.29
14	97001	intergenic	1.56	0.19
14	97251	intergenic	1.31	0.12
14	97501	intergenic	1.48	0.17
14	97751	intergenic	1.55	0.19
14	98001	intergenic	1.27	0.1
14	98251	intergenic	1	0
14	98501	intergenic	1	0
14	98751	intergenic	1	0
14	99001	intergenic	1	0
14	99251	intergenic	1	0
14	99501	intergenic	1	0
14	99751	intergenic	1	0
14	100001	intergenic	1	0
14	100251	intergenic	1	0
14	100501	intergenic	1	0
14	100751	intergenic	1	0
14	101001	intergenic	1	0
14	101251	intergenic	1	0
14	101501	intergenic	1	0
14	101751	intergenic	1	0
14	102001	intergenic	1	0
14	102251	intergenic	1	0
14	102501	intergenic	1	0
14	102751	intergenic	1	0
14	103001	intergenic	1	0
14	103251	intergenic	1	0
14	103501	intergenic	1	0
14	103751	intergenic	1	0
14	104001	intergenic	1	0
14	104251	intergenic	1	0
14	104501	intergenic	1	0
14	104751	intergenic	1	0
14	105001	intergenic	1	0
14	105251	intergenic	1	0
14	105501	intergenic	1	0
14	105751	intergenic	1	0
14	106001	intergenic	1	0
14	106251	intergenic	1	0
14	106501	intergenic	1	0
14	106751	intergenic	1	0
14	107001	intergenic	1	0
14	107251	intergenic	1	0
14	107501	intergenic	1	0
14	107751	intergenic	1	0
14	108001	intergenic	1	0
14	108251	intergenic	1	0
14	108501	intergenic	1	0
14	108751	intergenic	1	0
14	109001	intergenic	1	0
14	109251	intergenic	1	0
14	109501	intergenic	1	0
14	109751	intergenic	1	0
14	110001	intergenic	1	0
14	110251	intergenic	1	0
14	110501	intergenic	1	0
14	110751	intergenic	1	0
14	111001	intergenic	1	0
14	111251	intergenic	1	0
14	111501	intergenic	1	0
14	111751	intergenic	1	0
14	112001	intergenic	1	0
14	112251	intergenic	1	0
14	112501	intergenic	1	0
14	112751	intergenic	1	0
14	113001	intergenic	1	0
14	113251	intergenic	1	0
14	113501	intergenic	1	0
14	113751	intergenic	1	0
14	114001	intergenic	1	0
14	114251	intergenic	1	0
14	114501	intergenic	1	0
14	114751	intergenic	1	0
14	115001	intergenic	1	0
14	115251	intergenic	1	0
14	115501	intergenic	1	0
14	115751	intergenic	1	0
14	116001	intergenic	1	0
14	116251	intergenic	1	0
14	116501	intergenic	1	0
14	116751	intergenic	1	0
14	117001	intergenic	1	0
14	117251	intergenic	1	0
14	117501	intergenic	1	0
14	117751	intergenic	1	0
14	118001	intergenic	1	0
14	118251	intergenic	1	0
14	118501	intergenic	1	0
14	118751	intergenic	1	0
14	119001	intergenic	1	0
14	119251	intergenic	1	0
14	119501	intergenic	1	0
14	119751	intergenic	1	0
14	120001	intergenic	1	0
14	120251	intergenic	1	0
14	120501	intergenic	1	0
14	120751	intergenic	1	0
14	121001	intergenic	1	0
14	121251	intergenic	1	0
14	121501	intergenic	1	0
14	121751	intergenic	1	0
14	122001	intergenic	1	0
14	122251	intergenic	1	0
14	122501	intergenic	1	0
14	122751	intergenic	1	0
14	123001	intergenic	1	0
14	123251	intergenic	1	0
14	123501	intergenic	1	0
14	123751	intergenic	1	0
14	124001	intergenic	1	0
14	124251	intergenic	1	0
14	124501	intergenic	1	0
14	124751	intergenic	1	0
14	125001	intergenic	1	0
14	125251	intergenic	1	0
14	125501	intergenic	1	0
14	125751	intergenic	1	0
14	126001	intergenic	1	0
14	126251	intergenic	1	0
14	126501	intergenic	1	0
14	126751	intergenic	1	0
14	127001	intergenic	1	0
14	127251	intergenic	1	0
14	127501	intergenic	1	0
14	127751	intergenic	1	0
14	128001	intergenic	1	0
15	251	intergenic	1	0
15	501	intergenic	1	0
15	751	intergenic	1	0
15	1001	intergenic	1	0
15	1251	intergenic	1	0
15	1501	intergenic	1	0
15	1751	intergenic	1	0
15	2001	intergenic	1	0
15	2251	intergenic	1	0
15	2501	intergenic	1	0
15	2751	intergenic	1	0
15	3001	intergenic	1	0
15	3251	intergenic	1	0
15	3501	intergenic	1	0
15	3751	intergenic	1	0
15	4001	intergenic	1	0
15	4251	intergenic	1	0
15	4501	intergenic	1	0
15	4751	intergenic	1	0
15	5001	intergenic	1	0
15	5251	intergenic	1	0
15	5501	intergenic	1	0
15	5751	intergenic	1	0
15	6001	intergenic	1	0
15	6251	intergenic	1	0
15	6501	intergenic	5.35	0.73
15	6751	intergenic	9.44	0.97
15	7001	intergenic	7.87	0.9
15	7251	intergenic	4.37	0.64
15	7501	intergenic	2.05	0.31
15	7751	intergenic	1.61	0.21
15	8001	intergenic	1.37	0.14
15	8251	intergenic	1.11	0.04
15	8501	intergenic	1	0
15	8751	intergenic	1	0
15	9001	intergenic	1	0
15	9251	intergenic	1	0
15	9501	intergenic	1	0
15	9751	intergenic	1	0
15	10001	intergenic	1	0
15	10251	intergenic	1	0
15	10501	intergenic	1	0
15	10751	intergenic	1	0
15	11001	intergenic	1	0
15	11251	intergenic	1	0
15	11501	intergenic	1	0
15	11751	intergenic	1	0
15	12001	intergenic	1	0
15	12251	intergenic	1	0
15	12501	intergenic	1	0
15	12751	intergenic	1	0
15	13001	intergenic	1	0
15	13251	intergenic	1	0
15	13501	intergenic	1	0
15	13751	intergenic	1	0
15	14001	intergenic	1	0
15	14251	intergenic	1	0
15	14501	intergenic	1	0
15	14751	intergenic	1	0
15	15001	intergenic	1	0
15	15251	intergenic	1	0
15	15501	intergenic	1	0
15	15751	intergenic	1	0
15	16001	intergenic	1	0
15	16251	intergenic	1	0
15	16501	intergenic	1	0
15	16751	intergenic	1	0
15	17001	intergenic	1	0
15	17251	intergenic	1	0
15	17501	intergenic	1	0
15	17751	intergenic	1	0
15	18001	intergenic	1	0
15	18251	intergenic	1	0
15	18501	intergenic	1	0
15	18751	intergenic	1	0
15	19001	intergenic	1	0
15	19251	intergenic	1	0
15	19501	intergenic	1	0
15	19751	intergenic	1	0
15	20001	intergenic	1	0
15	20251	intergenic	1	0
15	20501	intergenic	1	0
15	20751	intergenic	1	0
15	21001	intergenic	1	0
15	21251	intergenic	1	0
15	21501	intergenic	1	0
15	21751	intergenic	1	0
15	22001	intergenic	1	0
15	22251	intergenic	1	0
15	22501	intergenic	1	0
15	22751	intergenic	1	0
15	23001	intergenic	1	0
15	23251	intergenic	1	0
15	23501	intergenic	1	0
15	23751	intergenic	1	0
15	24001	intergenic	1	0
15	24251	intergenic	1	0
15	24501	intergenic	1	0
15	24751	intergenic	1	0
15	25001	intergenic	1	0
15	25251	intergenic	1	0
15	25501	intergenic	1	0
15	25751	intergenic	1	0
15	26001	intergenic	1	0
15	26251	intergenic	1	0
15	26501	intergenic	1	0
15	26751	intergenic	1	0
15	27001	intergenic	1	0
15	27251	intergenic	1.08	0.03
15	27501	intergenic	1.38	0.14
15	27751	intergenic	2.53	0.4
15	28001	intergenic	2.44	0.39
15	28251	intergenic	1	0
15	28501	intergenic	1	0
15	28751	intergenic	1	0
15	29001	intergenic	1	0
15	29251	intergenic	1	0
15	29501	intergenic	1	0
15	29751	intergenic	1	0
15	30001	intergenic	1	0
15	30251	intergenic	1	0
15	30501	intergenic	1	0
15	30751	intergenic	1	0
15	31001	intergenic	1	0
15	31251	intergenic	1	0
15	31501	intergenic	1	0
15	31751	intergenic	1	0
15	32001	intergenic	1	0
15	32251	intergenic	1	0
15	32501	intergenic	1	0
15	32751	intergenic	1	0
15	33001	intergenic	1	0
15	33251	intergenic	1	0
15	33501	intergenic	1	0
15	33751	intergenic	1	0
15	34001	intergenic	1	0
15	34251	intergenic	1	0
15	34501	intergenic	1	0
15	34751	intergenic	1	0
15	35001	intergenic	1	0
15	35251	intergenic	1	0
15	35501	intergenic	1	0
15	35751	intergenic	1	0
15	36001	intergenic	1	0
15	36251	intergenic	1	0
15	36501	intergenic	1	0
15	36751	intergenic	1	0
15	37001	intergenic	1	0
15	37251	intergenic	1	0
15	37501	intergenic	1	0
15	37751	intergenic	1	0
15	38001	intergenic	1.18	0.07
15	38251	intergenic	1	0
15	38501	intergenic	1	0
15	38751	intergenic	1	0
15	39001	intergenic	1	0
15	39251	intergenic	1	0
15	39501	intergenic	1	0
15	39751	intergenic	1	0
15	40001	intergenic	1	0
15	40251	intergenic	1	0
15	40501	intergenic	1	0
15	40751	intergenic	1	0
15	41001	intergenic	1	0
15	41251	intergenic	1	0
15	41501	intergenic	4.62	0.66
15	41751	intergenic	14.07	0.99
15	42001	intergenic	38.56	0.92
15	42251	intergenic	31.18	0.9
15	42501	intergenic	22.82	0.92
15	42751	intergenic	22.48	0.92
15	43001	intergenic	3.52	0.55
15	43251	intergenic	2.68	0.43
15	43501	intergenic	1.58	0.2
15	43751	intergenic	1.18	0.07
15	44001	intergenic	1.47	0.17
15	44251	intergenic	2.05	0.31
15	44501	intergenic	3.25	0.51
15	44751	intergenic	3.31	0.52
15	45001	intergenic	1.99	0.3
15	45251	intergenic	1.13	0.05
15	45501	intergenic	1	0
15	45751	intergenic	1	0
15	46001	intergenic	1	0
15	46251	intergenic	1	0
15	46501	intergenic	1	0
15	46751	intergenic	1	0
15	47001	intergenic	1.06	0.03
15	47251	intergenic	1.14	0.05
15	47501	intergenic	1	0
15	47751	intergenic	1	0
15	48001	intergenic	1	0
15	48251	intergenic	1	0
15	48501	intergenic	1	0
15	48751	intergenic	1	0
15	49001	intergenic	1	0
15	49251	intergenic	1	0
15	49501	intergenic	1	0
15	49751	intergenic	1	0
15	50001	intergenic	1	0
15	50251	intergenic	1	0
15	50501	intergenic	1	0
15	50751	intergenic	1	0
15	51001	intergenic	1	0
15	51251	intergenic	1	0
15	51501	intergenic	1	0
15	51751	intergenic	1	0
15	52001	intergenic	1	0
15	52251	intergenic	1	0
15	52501	intergenic	1	0
15	52751	intergenic	1	0
15	53001	intergenic	1	0
15	53251	intergenic	1	0
15	53501	intergenic	1	0
15	53751	intergenic	1	0
15	54001	intergenic	1	0
15	54251	intergenic	1	0
15	54501	intergenic	1	0
15	54751	intergenic	1	0
15	55001	intergenic	1	0
15	55251	intergenic	1	0
15	55501	intergenic	1	0
15	55751	intergenic	1	0
15	56001	intergenic	1	0
15	56251	intergenic	1	0
15	56501	intergenic	1	0
15	56751	intergenic	1	0
15	57001	intergenic	1	0
15	57251	intergenic	1	0
15	57501	intergenic	1	0
15	57751	intergenic	1	0
15	58001	intergenic	1	0
15	58251	intergenic	1	0
15	58501	intergenic	1	0
15	58751	intergenic	1	0
15	59001	intergenic	1	0
15	59251	intergenic	1	0
15	59501	intergenic	1	0
15	59751	intergenic	1	0
15	60001	intergenic	1	0
15	60251	intergenic	1	0
15	60501	intergenic	1	0
15	60751	intergenic	1	0
15	61001	intergenic	1	0
15	61251	intergenic	1	0
15	61501	intergenic	1	0
15	61751	intergenic	1	0
15	62001	intergenic	1	0
15	62251	intergenic	1	0
15	62501	intergenic	1	0
15	62751	intergenic	1	0
15	63001	intergenic	1	0
15	63251	intergenic	1	0
15	63501	intergenic	1	0
15	63751	intergenic	1	0
15	64001	intergenic	1	0
15	64251	intergenic	1	0
15	64501	intergenic	1	0
15	64751	intergenic	1	0
15	65001	intergenic	1	0
15	65251	intergenic	1	0
15	65501	intergenic	1	0
15	65751	intergenic	1	0
15	66001	intergenic	1	0
15	66251	intergenic	1	0
15	66501	intergenic	1	0
15	66751	intergenic	1	0
15	67001	intergenic	1	0
15	67251	intergenic	1	0
15	67501	intergenic	1	0
15	67751	intergenic	1	0
15	68001	intergenic	1	0
15	68251	intergenic	1.07	0.03
15	68501	intergenic	1	0
15	68751	intergenic	1	0
15	69001	intergenic	1.31	0.12
15	69251	intergenic	2.27	0.36
15	69501	intergenic	2.43	0.38
15	69751	intergenic	1.33	0.12
15	70001	intergenic	1	0
15	70251	intergenic	1	0
15	70501	intergenic	1	0
15	70751	intergenic	1	0
15	71001	intergenic	1	0
15	71251	intergenic	1	0
15	71501	intergenic	1	0
15	71751	intergenic	1	0
15	72001	intergenic	1	0
15	72251	intergenic	1	0
15	72501	intergenic	1	0
15	72751	intergenic	1	0
15	73001	intergenic	1	0
15	73251	intergenic	1	0
15	73501	intergenic	1	0
15	73751	intergenic	1	0
15	74001	intergenic	1	0
15	74251	intergenic	1	0
15	74501	intergenic	1	0
15	74751	intergenic	1	0
15	75001	intergenic	1	0
15	75251	intergenic	1	0
15	75501	intergenic	1	0
15	75751	intergenic	1	0
15	76001	intergenic	1	0
15	76251	intergenic	1	0
15	76501	intergenic	1	0
15	76751	intergenic	1	0
15	77001	intergenic	1	0
15	77251	intergenic	1	0
15	77501	intergenic	1	0
15	77751	intergenic	1	0
15	78001	intergenic	1	0
15	78251	intergenic	1	0
15	78501	intergenic	1	0
15	78751	intergenic	1	0
15	79001	intergenic	1	0
15	79251	intergenic	1	0
15	79501	intergenic	1	0
15	79751	intergenic	1	0
15	80001	intergenic	1	0
15	80251	intergenic	1	0
15	80501	intergenic	1	0
15	80751	intergenic	1	0
15	81001	intergenic	1	0
15	81251	intergenic	1	0
15	81501	intergenic	1	0
15	81751	intergenic	1	0
15	82001	intergenic	1	0
15	82251	intergenic	1	0
15	82501	intergenic	1	0
15	82751	intergenic	1	0
15	83001	intergenic	1	0
15	83251	intergenic	1	0
15	83501	intergenic	1	0
15	83751	intergenic	1	0
15	84001	intergenic	1	0
15	84251	intergenic	1	0
15	84501	intergenic	1	0
15	84751	intergenic	1	0
15	85001	intergenic	1	0
15	85251	intergenic	1	0
15	85501	intergenic	1	0
15	85751	intergenic	1	0
15	86001	intergenic	1	0
15	86251	intergenic	1	0
15	86501	intergenic	1	0
15	86751	intergenic	1	0
15	87001	intergenic	1	0
15	87251	intergenic	1	0
15	87501	intergenic	1	0
15	87751	intergenic	1	0
15	88001	intergenic	1	0
15	88251	intergenic	1	0
15	88501	intergenic	1	0
15	88751	intergenic	1	0
15	89001	intergenic	1	0
15	89251	intergenic	1	0
15	89501	intergenic	1	0
15	89751	intergenic	1	0
